"","nama_resto","kategori_resto","rating_resto","menu_resto","harga"
"1","McDonald's - Cideng","Chicken,Fast Food",4.7,"2xPaNas1 Ayam Lengkuas (Krispy) + 2x McFlurry OREO",95000
"2","McDonald's - Cideng","Chicken,Fast Food",4.7,"2xPaNas1 Ayam Lengkuas (Spicy) + 2x McFlurry OREO",95000
"3","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Ayam Lengkuas ALC (Krispy) + 3x Iced Coffee",150000
"4","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Ayam Lengkuas ALC (Spicy) + 3x Iced Coffee",150000
"5","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Ayam Lengkuas ALC (Mix) + 3x Iced Coffee",150000
"6","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas Spesial Ayam Krispy Lengkuas McD Sambal Bajak",46500
"7","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas Spesial Ayam Spicy Lengkuas McD Sambal Bajak",46500
"8","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas Hebat Smoky BBQ Wings",30500
"9","McDonald's - Cideng","Chicken,Fast Food",4.7,"Iced Coffee Sea Salt Caramel with Jelly Float",27000
"10","McDonald's - Cideng","Chicken,Fast Food",4.7,"White Choco Strawberry Pastry Pie",15500
"11","McDonald's - Cideng","Chicken,Fast Food",4.7,"Paket Nasi Uduk McD Ayam Suwir",26000
"12","McDonald's - Cideng","Chicken,Fast Food",4.7,"Mixed Berries McFlurry with Froot Loops",16500
"13","McDonald's - Cideng","Chicken,Fast Food",4.7,"Mixed Berries McFlurry with OREO",16500
"14","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 2 Ayam Krispy Lengkuas McD Sambal Bajak Large",63000
"15","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 2 Ayam Spicy Lengkuas McD Sambal Bajak Large",63000
"16","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 2 Ayam Krispy Lengkuas McD Sambal Bajak",58000
"17","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 2 Ayam Spicy Lengkuas McD Sambal Bajak",58000
"18","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas Spesial Ayam Krispy Lengkuas McD Sambal Bajak Large",51500
"19","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas Spesial Ayam Spicy Lengkuas McD Sambal Bajak Large",51500
"20","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas Spesial Ayam Krispy Lengkuas McD Sambal Bajak",46500
"21","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas Spesial Ayam Spicy Lengkuas McD Sambal Bajak",46500
"22","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 1 Ayam Spicy Lengkuas McD Sambal Bajak Large",44500
"23","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 1 Ayam Krispy Lengkuas McD Sambal Bajak Large",44500
"24","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 1 Ayam Krispy Lengkuas McD Sambal Bajak",39500
"25","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 1 Ayam Spicy Lengkuas McD Sambal Bajak",39500
"26","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 7 Ayam Krispy Lengkuas McD Sambal Bajak",193500
"27","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 7 Ayam Spicy Lengkuas McD Sambal Bajak",193500
"28","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 7 Ayam Mix Lengkuas McD Sambal Bajak",193500
"29","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Ayam Krispy Lengkuas McD Sambal Bajak",138500
"30","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Ayam Spicy Lengkuas McD Sambal Bajak",138500
"31","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Ayam Mix Lengkuas McD Sambal Bajak",138500
"32","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 7 Ayam Krispy Lengkuas McD Sambal Bajak  ALC",149500
"33","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 7 Ayam Spicy Lengkuas McD Sambal Bajak  ALC",149500
"34","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 7 Ayam Mix Lengkuas McD Sambal Bajak  ALC",149500
"35","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Ayam Krispy Lengkuas McD Sambal Bajak  ALC",110500
"36","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Ayam Spicy Lengkuas McD Sambal Bajak  ALC",110500
"37","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Ayam Mix Lengkuas McD Sambal Bajak  ALC",110500
"38","McDonald's - Cideng","Chicken,Fast Food",4.7,"Lengkuas Sambal Bajak ALC",9500
"39","McDonald's - Cideng","Chicken,Fast Food",4.7,"Iced Coffee Sea Salt Caramel with Jelly Float",27000
"40","McDonald's - Cideng","Chicken,Fast Food",4.7,"Iced Coffee Sea Salt Caramel Float",25000
"41","McDonald's - Cideng","Chicken,Fast Food",4.7,"Iced Coffee Sea Salt Caramel with Jelly",24500
"42","McDonald's - Cideng","Chicken,Fast Food",4.7,"Iced Coffee Sea Salt Caramel",21000
"43","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 2  Krispy, Large",52000
"44","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 2  Krispy, Medium",46500
"45","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 2  Spicy, Large",52000
"46","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 2  Spicy, Medium",46500
"47","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas Special Krispy, Large",47500
"48","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas Special Krispy, Medium",42000
"49","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas Special Spicy, Large",47500
"50","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas Special Spicy, Medium",42000
"51","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 1 Krispy, Large",40000
"52","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 1 Krispy, Medium",34500
"53","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 1 Spicy, Large",40000
"54","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaNas 1 Spicy, Medium",34500
"55","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 7 Krispy Medium",161000
"56","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 7 Spicy Medium",161000
"57","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 7 Mix Medium",161000
"58","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Krispy Medium",111000
"59","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Spicy Medium",111000
"60","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Mix Medium",111000
"61","McDonald's - Cideng","Chicken,Fast Food",4.7,"Big Breakfast Combo",41500
"62","McDonald's - Cideng","Chicken,Fast Food",4.7,"Paket Hemat Sausage McMuffin with Egg",40500
"63","McDonald's - Cideng","Chicken,Fast Food",4.7,"Paket Hemat Chicken McMuffin with Egg",38500
"64","McDonald's - Cideng","Chicken,Fast Food",4.7,"Paket Hemat Egg McMuffin",37000
"65","McDonald's - Cideng","Chicken,Fast Food",4.7,"Paket Hemat Sausage McMuffin",37000
"66","McDonald's - Cideng","Chicken,Fast Food",4.7,"Paket Hemat Chicken McMuffin",34500
"67","McDonald's - Cideng","Chicken,Fast Food",4.7,"Paket Hemat Sausage Wrap",34500
"68","McDonald's - Cideng","Chicken,Fast Food",4.7,"Hotcakes 2pcs Combo",27500
"69","McDonald's - Cideng","Chicken,Fast Food",4.7,"Paket Nasi Uduk McD Ayam Suwir",26000
"70","McDonald's - Cideng","Chicken,Fast Food",4.7,"Happy Meal Chicken McD Breakfast",39500
"71","McDonald's - Cideng","Chicken,Fast Food",4.7,"Happy Meal Egg Cheese Muffin",39500
"72","McDonald's - Cideng","Chicken,Fast Food",4.7,"Iced Coffee Jelly Float",23000
"73","McDonald's - Cideng","Chicken,Fast Food",4.7,"Iced Coffee Float",21000
"74","McDonald's - Cideng","Chicken,Fast Food",4.7,"Iced Coffee Jelly",20000
"75","McDonald's - Cideng","Chicken,Fast Food",4.7,"Iced Coffee",18000
"76","McDonald's - Cideng","Chicken,Fast Food",4.7,"Sweet Corn",11500
"77","McDonald's - Cideng","Chicken,Fast Food",4.7,"Apple Pie",11500
"78","McDonald's - Cideng","Chicken,Fast Food",4.7,"HashBrown",12000
"79","McDonald's - Cideng","Chicken,Fast Food",4.7,"Breakfast Wrap",16500
"80","McDonald's - Cideng","Chicken,Fast Food",4.7,"Egg & Cheese Muffin",15500
"81","McDonald's - Cideng","Chicken,Fast Food",4.7,"McD Chicken Porridge",12500
"82","McDonald's - Cideng","Chicken,Fast Food",4.7,"Big Breakfast",36000
"83","McDonald's - Cideng","Chicken,Fast Food",4.7,"Sausage McMuffin� With Egg",29500
"84","McDonald's - Cideng","Chicken,Fast Food",4.7,"Chicken McMuffin With Egg",28000
"85","McDonald's - Cideng","Chicken,Fast Food",4.7,"Egg McMuffin",25000
"86","McDonald's - Cideng","Chicken,Fast Food",4.7,"Sausage McMuffin",26000
"87","McDonald's - Cideng","Chicken,Fast Food",4.7,"Chicken McMuffin",24000
"88","McDonald's - Cideng","Chicken,Fast Food",4.7,"Sausage Wrap",23000
"89","McDonald's - Cideng","Chicken,Fast Food",4.7,"Hotcakes 2Pcs",23000
"90","McDonald's - Cideng","Chicken,Fast Food",4.7,"Hot Cakes 3pcs",28000
"91","McDonald's - Cideng","Chicken,Fast Food",4.7,"Nasi Uduk McD Ayam Suwir",20000
"92","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 7 Krispy",112000
"93","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 7 Spicy",112000
"94","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 7 Mix",112000
"95","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Krispy",83000
"96","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Spicy",83000
"97","McDonald's - Cideng","Chicken,Fast Food",4.7,"PaMer 5 Mix",83000
"98","McDonald's - Cideng","Chicken,Fast Food",4.7,"2 pcs Krispy Chicken McD",37000
"99","McDonald's - Cideng","Chicken,Fast Food",4.7,"2 pcs Spicy Chicken McD",37000
"100","McDonald's - Cideng","Chicken,Fast Food",4.7,"1pc Krispy Chicken",19500
"101","McDonald's - Cideng","Chicken,Fast Food",4.7,"1pc Spicy Chicken",19500
"102","McDonald's - Cideng","Chicken,Fast Food",4.7,"McFlurry Feat. Oreo",12500
"103","McDonald's - Cideng","Chicken,Fast Food",4.7,"McFlurry Choco",12500
"104","McDonald's - Cideng","Chicken,Fast Food",4.7,"Choco Sundae",11000
"105","McDonald's - Cideng","Chicken,Fast Food",4.7,"Strawberry Sundae",11000
"106","McDonald's - Cideng","Chicken,Fast Food",4.7,"Iced Lychee Tea",19500
"107","McDonald's - Cideng","Chicken,Fast Food",4.7,"Milo Medium",16000
"108","McDonald's - Cideng","Chicken,Fast Food",4.7,"Fanta Float",13000
"109","McDonald's - Cideng","Chicken,Fast Food",4.7,"Coke Float",13000
"110","McDonald's - Cideng","Chicken,Fast Food",4.7,"Fruit Tea Lemon Large",13000
"111","McDonald's - Cideng","Chicken,Fast Food",4.7,"Large Coca-Cola",13000
"112","McDonald's - Cideng","Chicken,Fast Food",4.7,"Large Fanta",13000
"113","McDonald's - Cideng","Chicken,Fast Food",4.7,"Large Sprite",13000
"114","McDonald's - Cideng","Chicken,Fast Food",4.7,"Country Choice Orange",13500
"115","McDonald's - Cideng","Chicken,Fast Food",4.7,"Tehbotol Tawar",9000
"116","McDonald's - Cideng","Chicken,Fast Food",4.7,"Bottled Mineral Water",9500
"117","McDonald's - Cideng","Chicken,Fast Food",4.7,"Fruit Tea Blackcurrant",9000
"118","McDonald's - Cideng","Chicken,Fast Food",4.7,"Hot Coffee",12000
"119","McDonald's - Cideng","Chicken,Fast Food",4.7,"Hot Tea",12000
"120","McDonald's - Cideng","Chicken,Fast Food",4.7,"Family Weekend Breakfast Berempat Happy Meal Egg & Cheese Muffin dengan 2pcs reg",145500
"121","McDonald's - Cideng","Chicken,Fast Food",4.7,"Family Weekend Breakfast Bertiga Happy Meal Egg & Cheese Muffin dengan 2pcs reg.",102000
"122","McDonald's - Cideng","Chicken,Fast Food",4.7,"Family Time Breakfast Berempat Happy Meal Egg & Cheese Muffin, PaNas Krispy With",130500
"123","McDonald's - Cideng","Chicken,Fast Food",4.7,"Family Time Breakfast Bertiga Happy Meal Egg & Cheese Muffin, PaNas Krispy With",87000
"124","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Ongol Ongol 1 Pcs",15000
"125","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Lontong Biasa",22000
"126","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Lontong Perkedel",28000
"127","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Lontong Rendang",43000
"128","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Lontong Telur",28000
"129","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Lontong Perkedel + Telur",33000
"130","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Lontong Perkedel + Rendang",47000
"131","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Lontong Rendang + Telur",47000
"132","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Tambah Lontong",10000
"133","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Lontong Perkedel + Rendang + Telur",50000
"134","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Kuning Biasa",22000
"135","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Kuning Perkedel",28000
"136","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Kuning Telur",28000
"137","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Kuning Rendang",43000
"138","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Kuning Perkedel + Telur",33000
"139","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Kuning Perkedel + Rendang",47000
"140","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Kuning Perkedel + Rendang + Telur",50000
"141","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Kuning Rendang + Telur",47000
"142","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Uduk Telur",28000
"143","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Uduk Biasa",22000
"144","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Uduk Perkedel",28000
"145","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Uduk Rendang",43000
"146","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Uduk Perkedel + Telur",33000
"147","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Uduk Rendang + Telur",47000
"148","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Uduk Perkedel + Rendang + Telur",50000
"149","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Uduk Perkedel + Rendang",47000
"150","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"emping",4500
"151","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Kentang Balado",10000
"152","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Tambah Sambal",7000
"153","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Uduk",8000
"154","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Perkedel",9000
"155","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Nasi Kuning",8000
"156","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Rendang Daging",25000
"157","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Tempe Orek",10000
"158","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Telur",9000
"159","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Aqua 600 mL",7500
"160","Lontong Sayur Medan Kak Ika - Petojo Selatan","Rice",4.7,"Aqua 1500 mL",13000
"161","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Bubur Ayam Karage",35000
"162","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Bubur Ayam Biasa + Sate Ati",19800
"163","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Bubur Ayam Biasa + Sate Ampela",19800
"164","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Bubur Ayam Spesial",18000
"165","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Bubur Ayam Otak otak",28000
"166","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Bubur Ayam Nugget",28000
"167","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Bubur Ayam Sosis",28000
"168","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Bubur Ayam Biasa",16000
"169","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Bubur Polos",10000
"170","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Sate Telur",5000
"171","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Sate Ati",5000
"172","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Sate Ampela",5000
"173","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Sate Usus",5000
"174","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Kebab Mini Frozen",40000
"175","Bubur Ayam H. Hadi - Kebon Sirih","Breakfast",4.7,"Prima 600ml",6000
"176","Bubur Ayam Cideng 48 - Petojo Selatan","Breakfast",4.7,"tambah krupuk",2000
"177","Bubur Ayam Cideng 48 - Petojo Selatan","Breakfast",4.7,"bubur ayam cideng 48",14000
"178","Bubur Ayam Cideng 48 - Petojo Selatan","Breakfast",4.7,"bubur ayam special 48",17000
"179","Bubur Ayam Cideng 48 - Petojo Selatan","Breakfast",4.7,"sate usus",3000
"180","Bubur Ayam Cideng 48 - Petojo Selatan","Breakfast",4.7,"bubur ayam bungkus mica",16000
"181","Bubur Ayam Cideng 48 - Petojo Selatan","Breakfast",4.7,"sate ampela",3000
"182","Bubur Ayam Cideng 48 - Petojo Selatan","Breakfast",4.7,"sate ati",3000
"183","Bubur Ayam Cideng 48 - Petojo Selatan","Breakfast",4.7,"telor puyuh",4000
"184","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Hari Raya bareng Mantan",129000
"185","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Hari Raya Penuh Cerita",126000
"186","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Bundle 99% Sarapan Cerita Klasik",50000
"187","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"99% Pasti Move on",79999
"188","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Bundle of 12",115000
"189","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Bundle of 6",60000
"190","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Pesta Kenangan Cerita Roti 1",117500
"191","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Pesta Kenangan Cerita Roti 2",118500
"192","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Pesta Kenangan Cerita Roti 3",114500
"193","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Hari Raya bareng Mantan",129000
"194","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Hari Raya Penuh Cerita",126000
"195","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Join The Dark Side",29000
"196","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Mr. Hazelnut",29000
"197","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Berry Funfetti",19000
"198","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Red Velvet Madness",25000
"199","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"BunDEAL Light Caramel 1",50001
"200","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"BunDEAL Light Caramel 2",50001
"201","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Box of 12 Cookies",292001
"202","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Box of 3 Cookies",73000
"203","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Box of 6 Cookies",146000
"204","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Biscoff Crunch",25000
"205","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Friend-Chip",19000
"206","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Kopi Kenangan Mantan with Sultan Boba",25000
"207","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Hazelnut Choco Milk Tea With Sultan Boba",26000
"208","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Jasmine Earl Grey Milk Tea With Sultan Boba",23000
"209","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Kenangan Milk Tea With Sultan Boba",23000
"210","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Susu Sultan Boba Gula Aren",24000
"211","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Bundle 99% Sarapan Cerita Klasik",50000
"212","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"99% Juice",24000
"213","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"99% Pasti Move on",79999
"214","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Americano",15000
"215","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Avocado Coffee",28001
"216","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Cappucino",22000
"217","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Caramel Latte",26000
"218","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Dua Shot Iced Shaken",28001
"219","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Hazelnut Latte",26000
"220","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Kopi Kelapa",22000
"221","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Kopi Kenangan Mantan",20000
"222","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Latte",22000
"223","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Salted Caramel Macchiato",28001
"224","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Vanilla Latte",26000
"225","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Mocha Latte",28001
"226","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Kopi Dolce",22000
"227","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Cappuccino",22000
"228","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Americano",15000
"229","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Caramel Latte",26000
"230","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Dua Shot Iced Shaken",28001
"231","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Hazelnut Latte",26000
"232","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Kopi Kenangan Mantan",20000
"233","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Vanilla Latte",26000
"234","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Kopi Kelapa",22000
"235","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Mocha Latte",28001
"236","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Latte",22000
"237","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Avocado Coffee",28001
"238","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Kopi Dolce",22000
"239","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Light Salted Caramel Macchiato",28001
"240","Kopi Kenangan x Cerita Roti x Kenangan Manis - Ruko Cideng","Coffee,Snack,Breakfast",4.9,"Oreo Cookies & Cream Shake",26000
