"","nama_resto","kategori_resto","rating_resto","menu_resto","harga"
"2394","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"KFC Bento",16000
"2395","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Crispy Burger",27000
"2396","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Cream Puff 1Pc",13000
"2397","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Cream Puff 2Pc",22000
"2398","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Tote Bag KFC",4499
"2399","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Colonel Yakiniku Rice",37501
"2400","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"French Fries Regular",21000
"2401","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"French Fries Large",26000
"2402","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Colonel Burger",21500
"2403","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Rice",10000
"2404","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Perkedel",10000
"2405","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Chicken Skin",16000
"2406","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Fish Fillet",19500
"2407","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Twisty",19500
"2408","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Yubari Float",15000
"2409","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Ovaltine 125 ML",11000
"2410","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Very Berry Float",11000
"2411","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Ichi Ocha",12000
"2412","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Chokocha Float",17500
"2413","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Mango Float",11000
"2414","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Fanta",12000
"2415","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Sprite",12000
"2416","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Coca-Cola",12000
"2417","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Mocha Float",13000
"2418","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"1/2dz Donut",46000
"2419","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Cheese Donut",9000
"2420","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Choco Nut Donut",9000
"2421","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Cookie Crumb Donut",9000
"2422","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Double Choco Donut",9000
"2423","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Kombo Coffee 15K",15500
"2424","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Single Espresso",10000
"2425","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Hazelnut Coffee",13000
"2426","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Hot English Breakfast",9000
"2427","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Hot Chocolate",23500
"2428","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Cafe Latte",20500
"2429","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Americano",17500
"2430","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Cappucino",19500
"2431","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Es Kopi Susu 14 oz",17001
"2432","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Ice Lemon Tea 14 oz",14500
"2433","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Ice Latte 14 oz",16000
"2434","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Es Kopi Susu Special Price",15500
"2435","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Ice Lemon Tea",20500
"2436","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Iced Latte",23500
"2437","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Ice Blended Choco 14 oz",27500
"2438","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Ice Blended Cappuccino 14 oz",25000
"2439","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Ice Blended Chocolate",34000
"2440","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Ice Blended Cappucino",30000
"2441","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Krushers Kookies N Cream",16000
"2442","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Krushers Double Chocolate",16000
"2443","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Pukis 5Pc",25500
"2444","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Pukis 3Pc",17001
"2445","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Pukis 2Pc",11501
"2446","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Puding*",5500
"2447","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"KFC Soup",5500
"2448","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Spaghetti Deluxe",10500
"2449","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Cream Soup",10500
"2450","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Pom Pom",10500
"2451","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"KFC Soup + Veggie Ball",16000
"2452","KFC - Stasiun Gambir","Fast Food,Fried Chicken,Western",4.6,"Krunchy Burger",16000
"2453","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Kenyang 1",60000
"2454","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Kenyang 2",60000
"2455","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Kenyang 3",60000
"2456","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Paket Beef Burger",49000
"2457","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Paket Beef Burger with Cheese",52000
"2458","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"3 Ayam",51000
"2459","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"5 Ayam",78000
"2460","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"7 Ayam",105000
"2461","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Paket Maranggi 1",38000
"2462","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Paket Maranggi 2",69000
"2463","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Promo Ngehitzz 1",60000
"2464","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Promo CD Musik",25000
"2465","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Promo DVD Movie",25000
"2466","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Kenyang 1",60000
"2467","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Kenyang 2",60000
"2468","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Kenyang 3",60000
"2469","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Paket Beef Burger",49000
"2470","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Paket Beef Burger with Cheese",52000
"2471","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Beef Burger with Cheese",33000
"2472","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Beef Burger",30000
"2473","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"3 Ayam",51000
"2474","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"5 Ayam",78000
"2475","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"7 Ayam",105000
"2476","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Sambal Maranggi",5000
"2477","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Baso Ayam Sambal Maranggi",13000
"2478","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Beef Burger Sambal Maranggi",33000
"2479","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Paket Maranggi 1",38000
"2480","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Paket Maranggi 2",69000
"2481","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Paket Krispi Kalasan",31000
"2482","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Promo Ngehitzz 1",60000
"2483","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Promo CD Musik",25000
"2484","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Promo DVD Movie",25000
"2485","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Astaga 1",55000
"2486","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Astaga 2",36000
"2487","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Astaga 4",38000
"2488","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Astaga 5",49000
"2489","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Astaga 3",38000
"2490","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Sensasi 2",34000
"2491","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Sensasi 1",28500
"2492","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"CFC Boks",162000
"2493","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Super 5",116001
"2494","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Combo Favorit",70000
"2495","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Paket Family",138001
"2496","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"CFC Boks Combo",162000
"2497","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Sambal Warisan",5000
"2498","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Sambal Hijau",5000
"2499","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Sambal Terasi",5000
"2500","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"California Burger",21500
"2501","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"California Cheese Burger",24500
"2502","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Chicken Pop (9 Pcs)",23000
"2503","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Chicken Strips (3 Pcs)",23000
"2504","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Chicken Kranz",23000
"2505","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Dada",20500
"2506","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Paha Atas",20500
"2507","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Sayap",18500
"2508","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Paha Bawah",18500
"2509","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Mix Combo A",31000
"2510","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Mix Combo B",31000
"2511","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Cheesy Fries",27000
"2512","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"French Fries Regular",20500
"2513","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"French Fries Large",25000
"2514","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Perkedel",10000
"2515","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Rice",10500
"2516","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Onion Ring",22000
"2517","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Es Geulis",19500
"2518","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Es Markisa",19500
"2519","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Teh Pucuk Harum 350 ML",10000
"2520","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Coca-Cola PET 250 ML",10000
"2521","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Le Minerale 330 ML",8500
"2522","CFC - Stasiun Gambir A","Rice,Fast Food,Chicken",4.7,"Milo",11501
"2523","Thai Alley - Kebon Sirih","International",4.7,"Pad Thai Wun Sen",68000
"2524","Thai Alley - Kebon Sirih","International",4.7,"Take Away Bag ( Wajib) ",4500
"2525","Thai Alley - Kebon Sirih","International",4.7,"Take Away Cutleries",1500
"2526","Thai Alley - Kebon Sirih","International",4.7,"Signature Thai Drinks",35500
"2527","Thai Alley - Kebon Sirih","International",4.7,"Premium Thai Tea (Less Sugar) 1L",97900
"2528","Thai Alley - Kebon Sirih","International",4.7,"Premium Thai Green Tea 1L",97900
"2529","Thai Alley - Kebon Sirih","International",4.7,"Premium Thai Coffee 1L",97900
"2530","Thai Alley - Kebon Sirih","International",4.7,"Tom Yam (V)",78100
"2531","Thai Alley - Kebon Sirih","International",4.7,"Pad Kraprao (V)",78100
"2532","Thai Alley - Kebon Sirih","International",4.7,"Gang Phed (V)",78100
"2533","Thai Alley - Kebon Sirih","International",4.7,"Gang Gwio Warn (V)",78100
"2534","Thai Alley - Kebon Sirih","International",4.7,"Pad Thai (V)",83800
"2535","Thai Alley - Kebon Sirih","International",4.7,"Pad Siew (V)",78100
"2536","Thai Alley - Kebon Sirih","International",4.7,"Khao Pad Tom Yam (V)",83800
"2537","Thai Alley - Kebon Sirih","International",4.7,"Khao Pad Sapparod (V)",97900
"2538","Thai Alley - Kebon Sirih","International",4.7,"Kway Teow Tom Yam (V)",83800
"2539","Thai Alley - Kebon Sirih","International",4.7,"Pla Siew (Live Fish)",239900
"2540","Thai Alley - Kebon Sirih","International",4.7,"Pla Manaow (Live Fish)",339200
"2541","Thai Alley - Kebon Sirih","International",4.7,"Pla Tom Yam (Live Fish)",282400
"2542","Thai Alley - Kebon Sirih","International",4.7,"Gai Tod",69600
"2543","Thai Alley - Kebon Sirih","International",4.7,"Mancham",55400
"2544","Thai Alley - Kebon Sirih","International",4.7,"Pad Kraprao",88000
"2545","Thai Alley - Kebon Sirih","International",4.7,"Pad Siew",83800
"2546","Thai Alley - Kebon Sirih","International",4.7,"Pla Manaow (Live Fish)",339200
"2547","Thai Alley - Kebon Sirih","International",4.7,"Thaw Goong Pad Nam Prik Gapi",78100
"2548","Thai Alley - Kebon Sirih","International",4.7,"Pad Phak Ruammit",78100
"2549","Thai Alley - Kebon Sirih","International",4.7,"Ka Na Pad Plakem",63900
"2550","Thai Alley - Kebon Sirih","International",4.7,"Mad Key Yao Pad Pik Gai Sab",63900
"2551","Thai Alley - Kebon Sirih","International",4.7,"Pad Phak Boong",69600
"2552","Thai Alley - Kebon Sirih","International",4.7,"Broccoli Kratiam",78100
"2553","Thai Alley - Kebon Sirih","International",4.7,"Khao Niew Mamuang",83800
"2554","Thai Alley - Kebon Sirih","International",4.7,"Khao Niew Turian",63900
"2555","Thai Alley - Kebon Sirih","International",4.7,"Man Cham",55400
"2556","Thai Alley - Kebon Sirih","International",4.7,"Katisod (Cup)",18000
"2557","Thai Alley - Kebon Sirih","International",4.7,"Khek Manfrang",27000
"2558","Thai Alley - Kebon Sirih","International",4.7,"Khek Fakthong",27000
"2559","Thai Alley - Kebon Sirih","International",4.7,"Yok Manee",27000
"2560","Thai Alley - Kebon Sirih","International",4.7,"Pra Pies Kathi",27000
"2561","Thai Alley - Kebon Sirih","International",4.7,"Pat Pie",27000
"2562","Thai Alley - Kebon Sirih","International",4.7,"Deknoi 1",69600
"2563","Thai Alley - Kebon Sirih","International",4.7,"Deknoi 2",83800
"2564","Thai Alley - Kebon Sirih","International",4.7,"Pad Thai Wun Sen",68000
"2565","Thai Alley - Kebon Sirih","International",4.7,"Kway Teow Tom Yam",92300
"2566","Thai Alley - Kebon Sirih","International",4.7,"Pad Siew",83800
"2567","Thai Alley - Kebon Sirih","International",4.7,"Pad Thai",83800
"2568","Thai Alley - Kebon Sirih","International",4.7,"Ghang Phed",83800
"2569","Thai Alley - Kebon Sirih","International",4.7,"Gang Gwio Warn",83800
"2570","Thai Alley - Kebon Sirih","International",4.7,"Nang Krob Pad Heng",63900
"2571","Thai Alley - Kebon Sirih","International",4.7,"Gai Tod Pad Prik Key Nu",78100
"2572","Thai Alley - Kebon Sirih","International",4.7,"Tao Huu Zong Kheng",88000
"2573","Thai Alley - Kebon Sirih","International",4.7,"Pad Prik Thai Dam Neua",97900
"2574","Thai Alley - Kebon Sirih","International",4.7,"Pad Kai Kem Goong",134800
"2575","Thai Alley - Kebon Sirih","International",4.7,"Pad Kai Kem Plamek",154700
"2576","Thai Alley - Kebon Sirih","International",4.7,"Pad Prik Pao Hoy Lod",98000
"2577","Thai Alley - Kebon Sirih","International",4.7,"Pad Kraprao",88000
"2578","Thai Alley - Kebon Sirih","International",4.7,"Priew Wan",83800
"2579","Thai Alley - Kebon Sirih","International",4.7,"Somboon Pong Kari",140500
"2580","Thai Alley - Kebon Sirih","International",4.7,"Thai Omelette",55400
"2581","Thai Alley - Kebon Sirih","International",4.7,"Thai Gaiprek",55400
"2582","Thai Alley - Kebon Sirih","International",4.7,"Neua Yang",140500
"2583","Thai Alley - Kebon Sirih","International",4.7,"Gai Yang",98000
"2584","Thai Alley - Kebon Sirih","International",4.7,"Tom Yam Talay",154700
"2585","Thai Alley - Kebon Sirih","International",4.7,"Tom Kha Gai",83800
"2586","Thai Alley - Kebon Sirih","International",4.7,"Gang Jued Tao Huu Orn",69600
"2587","Thai Alley - Kebon Sirih","International",4.7,"Tom Yam",78100
"2588","Thai Alley - Kebon Sirih","International",4.7,"Yam Hed Kem Thong Tod",69600
"2589","Thai Alley - Kebon Sirih","International",4.7,"Yam Mamuang",63900
"2590","Thai Alley - Kebon Sirih","International",4.7,"Som Tam",63900
"2591","Thai Alley - Kebon Sirih","International",4.7,"Yam Wunsen",78100
"2592","Thai Alley - Kebon Sirih","International",4.7,"Poh Pia Tod",63900
"2593","Thai Alley - Kebon Sirih","International",4.7,"Gai Hor Bai Toey",69600
"2594","Thai Alley - Kebon Sirih","International",4.7,"Gai  Tod",69600
"2595","Thai Alley - Kebon Sirih","International",4.7,"Plamek Tod Nga",92300
"2596","Thai Alley - Kebon Sirih","International",4.7,"Gai Tod Sod Tom Yam",92300
"2597","Thai Alley - Kebon Sirih","International",4.7,"Gai Tod",69600
"2598","Thai Alley - Kebon Sirih","International",4.7,"Tod Man Goong",92300
"2599","Thai Alley - Kebon Sirih","International",4.7,"Thord Kratiam Plamek",168900
"2600","Thai Alley - Kebon Sirih","International",4.7,"Pla Sam Rod (Live Fish)",254100
"2601","Thai Alley - Kebon Sirih","International",4.7,"Pla Tod Kratiam Gurame (Live Fish)",268200
"2602","Thai Alley - Kebon Sirih","International",4.7,"Pla Tod Yam Mamuang Gurame (Live Fish)",310800
"2603","Thai Alley - Kebon Sirih","International",4.7,"Deals F",237100
"2604","Thai Alley - Kebon Sirih","International",4.7,"Deals E",235700
"2605","Thai Alley - Kebon Sirih","International",4.7,"Deals D",274000
"2606","Thai Alley - Kebon Sirih","International",4.7,"Deals C",245700
"2607","Thai Alley - Kebon Sirih","International",4.7,"Deals B",268400
"2608","Thai Alley - Kebon Sirih","International",4.7,"Deal A",288200
"2609","Thai Alley - Kebon Sirih","International",4.7,"Happy Soup 5",98000
"2610","Thai Alley - Kebon Sirih","International",4.7,"Happy Soup 4",98000
"2611","Thai Alley - Kebon Sirih","International",4.7,"Happy Soup 3",98000
"2612","Thai Alley - Kebon Sirih","International",4.7,"Happy Soup 2",98000
"2613","Thai Alley - Kebon Sirih","International",4.7,"Happy Soup 1",83800
"2614","Thai Alley - Kebon Sirih","International",4.7,"Happy Belly 3",502000
"2615","Thai Alley - Kebon Sirih","International",4.7,"Happy Belly 2",460000
"2616","Thai Alley - Kebon Sirih","International",4.7,"Happy Belly 1",426000
"2617","Thai Alley - Kebon Sirih","International",4.7,"Frozen Combo 3",231400
"2618","Thai Alley - Kebon Sirih","International",4.7,"Frozen Combo 2",207300
"2619","Thai Alley - Kebon Sirih","International",4.7,"Frozen Combo 1",178900
"2620","Thai Alley - Kebon Sirih","International",4.7,"Tom Yam Goong (Frozen)",69600
"2621","Thai Alley - Kebon Sirih","International",4.7,"Gang Phed ( Frozen) ",49700
"2622","Thai Alley - Kebon Sirih","International",4.7," Gang Gwio Warn ( Frozen) ",49700
"2623","Thai Alley - Kebon Sirih","International",4.7,"Neua Yang (Frozen)",88000
"2624","Thai Alley - Kebon Sirih","International",4.7,"Gai Yang (Frozen)",59600
"2625","Thai Alley - Kebon Sirih","International",4.7,"Thai Gaiprek (Frozen)",49700
"2626","Thai Alley - Kebon Sirih","International",4.7,"Gai Hor Bai Toey (Frozen)",112100
"2627","Thai Alley - Kebon Sirih","International",4.7,"Gai Tod (Frozen)",49700
"2628","Thai Alley - Kebon Sirih","International",4.7,"Premium Thai Tea 1L",97900
"2629","Thai Alley - Kebon Sirih","International",4.7,"Khao Ohb Nam Lieb",83800
"2630","Thai Alley - Kebon Sirih","International",4.7,"Khao Cook Gapi",83800
"2631","Thai Alley - Kebon Sirih","International",4.7,"Khao",14200
"2632","Thai Alley - Kebon Sirih","International",4.7,"Khao Gai Chup Paeng Tod",83800
"2633","Thai Alley - Kebon Sirih","International",4.7,"Khao Pad Tom Yam",83800
"2634","Thai Alley - Kebon Sirih","International",4.7,"Khao Pad Plakem",73800
"2635","Thai Alley - Kebon Sirih","International",4.7,"Khao Pad Sapparod",92300
"2636","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"potongan pepaya buah pir semangka mangga melon buah naga",28500
"2637","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"potongan semangka pepaya mangga nangka",27550
"2638","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"buah mangga potong-potong",28500
"2639","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"potongan belimbing",26600
"2640","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"potongan climbing",34200
"2641","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"buah anggur",46550
"2642","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"potongan mangga buah pir",28500
"2643","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"potongan buah mangga pisang apel",27550
"2644","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"potongan buah mangga pepaya",28500
"2645","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak rumput laut timun sambal pedas gula merah",24300
"2646","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"potongan buah pir apel",28500
"2647","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak rumput laut mangga muda serut",24300
"2648","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"potongan apel pisang",27550
"2649","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"Rojak rumput laut goyang lidah",24300
"2650","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"potongan jambu kristal mangga semangka",27550
"2651","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es cincau pisang alpukat kuah susu dimangkok ",22500
"2652","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak belimbing pepaya nanas",26100
"2653","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es campur semangka jellymelon nangka",20700
"2654","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak belimbing",25200
"2655","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es campur roti tawar kelapa cincau alpukat",20700
"2656","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak kedondong",25200
"2657","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es campur roti tawar jelly alpukat nangka",20700
"2658","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak jambu kristal goyang lidah",26100
"2659","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es campur roti tawar cincau jelly mutiara ",19800
"2660","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak bangkuang goyang lidah",24300
"2661","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es campur roti tawar Lang Kaling jelly nangka ",16200
"2662","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak mangga muda Azmi",25200
"2663","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"escampur roti tawar Lang kling alpukat jelly",19800
"2664","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak semua buah sambel pedes goyang lidah",27000
"2665","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es melon jelly rumput laut pakai susu",22500
"2666","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak nanas jambu air timun pepaya bangkuang mangga muda timun",27000
"2667","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es melon kelapa susu di cup",16200
"2668","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es melon jelly semangka kuah susu",22500
"2669","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"sop buah di kap kuah susu beli 4 gratis 1",58500
"2670","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak buah pepaya timun",26100
"2671","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es melon pakai cincau susu",22500
"2672","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak semua buah",27000
"2673","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es melon pakai jelly pakai susu di mangkok",22500
"2674","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"sop buah di kap taburan keju susu",48600
"2675","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak buah mangga nanas anggur apa ya timun",27000
"2676","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"potongan buah melon sambal gula merah",24300
"2677","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es melon pakai susu di cup",16200
"2678","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es teler di cup beli 5 gratis 1",66600
"2679","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"rujak mangga muda serut",26100
"2680","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"potongan pepaya",22500
"2681","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es melon pakai susu di mangkok",21600
"2682","Rujak Buah Potong Goyang Lidah - Gambir","Snack",4.4,"es teler komplit pakai rumput laut",16740
